Survey,Date,Tributary,Site,SiteCode,ReachName,ReachCode,UnitNumber,DissolvedOxygen,WaterTemp,RiffleCrestThalweg
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,10,7.28,13.5,0.04
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,2,9.88,11.5,0.1
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,3,8.44,12.1,0.09
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,4,6.77,13,0
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,5,8.71,12.4,0.09
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,6,9.52,11.4,0.12
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,7,5.78,12.1,0.09
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,8,0.88,13.2,0
Wetted Habitat,10/04/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,9,7.66,12.1,0
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,1,10.48,9.2,0.08
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,2,10.4,9.6,0.25
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,3,8.28,10.5,0.24
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,4,6.89,11.2,0
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,5,8.92,10.9,0.19
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,6,9.71,9.9,0.15
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,7,6.78,10.3,0.08
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,8,4.62,11.2,0
Wetted Habitat,10/18/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,9,7.88,10.4,0
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,1,10.03,10.5,0.22
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,2,9.23,10.7,0.16
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,3,8.93,10.7,0.12
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,4,8.84,10.7,0
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,5,9.09,10.4,0.1
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,6,7.87,11,0.18
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,7,1.04,11.4,0
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,8,8.49,10.5,0
Wetted Habitat,11/02/17,Felta Creek,,,FEL 3,RR-FEL-003.00:006.10,9,6.41,12.5,0.06
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,1,5.1,15,
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,2,6.36,15,
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,3,7.25,14.3,
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,4,7.47,14.8,
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,5,4.52,14.9,
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,6,3.1,14.8,
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,7,8.84,14.6,
Wetted Habitat,09/19/17,Freezeout Creek,,,FRE 1,RR-FRE-000.00:001.38,8,9.7,14.7,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,1,8.36,18.1,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,10,9.34,18,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,11,9.74,19.2,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,2,9.06,18,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,3,8.52,17.4,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,4,9.3,17.4,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,5,8.83,18.1,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,6,8.64,17.8,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,7,8.46,17.5,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,8,8.75,18.3,
Wetted Habitat,09/06/17,Gilliam Creek,,,GIL 1,RR-GIL-000.00:002.32,9,8.94,17.9,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,1,3.84,17.3,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,2,3.83,17.6,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,3,2.25,17.3,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,4,4.12,17.2,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,5,4.74,17.6,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,6,3.05,17.5,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,7,3.62,16.9,
Wetted Habitat,09/14/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,8,3.11,17.6,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,1,10.18,15.5,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,2,9.46,15.5,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,3,9.25,15.5,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,4,10.04,15.6,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,5,9.45,15.7,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,6,9.34,15.8,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,7,9.32,16.1,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 1,RR-GRA-000.00:001.80,8,9.7,15.9,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,1,9.99,15.7,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,2,9.81,15.8,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,3,9.38,16.1,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,4,9.28,15.8,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,5,9.36,15.9,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,6,9.37,16.1,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,7,9.37,16.3,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,8,9.74,16.4,
Wetted Habitat,09/18/17,Gray Creek,,,GRA 2,RR-GRA-001.80:003.88,9,9.46,16.2,
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,8.32,14.8,0.23
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,9.25,14.8,0.19
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,8.64,14.9,0.25
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,9.1,14.8,0.23
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,8.91,14.7,0.41
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,8.86,14.7,0.22
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,8.93,14.9,0.28
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,9.02,14.9,0.33
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,9.12,14.9,0.14
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,8.91,14.7,0.27
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,9.55,14.7,0.31
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,9.54,14.9,0.32
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,9.63,15,0.2
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,9.88,15,0.16
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,8.92,14.8,0.35
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,16,8.9,14.9,0.15
Wetted Habitat,06/07/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,17,9.3,14.8,0.31
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,7,18.1,0.21
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,7.36,17.9,0.24
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,8.03,18.4,0.16
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,7.76,18,0.3
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,7.32,18.1,0.16
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,7.03,18.6,0.21
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,8.03,18.5,0.23
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,7.66,18.3,0.34
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,7.11,18.1,0.31
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,7.17,18.6,0.23
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,7.08,18.5,0.44
Wetted Habitat,06/21/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,8.07,18,0.32
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,9.32,16.1,0.33
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,8.01,15.8,0.31
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,8.11,15.2,0.22
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,8.07,15.2,0.44
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,8.23,15.3,0.17
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,8.13,15.3,0.21
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,8.15,15.1,0.21
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,7.55,15.5,0.22
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,8.3,15.4,0.2
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,8.6,15.4,0.24
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,8.09,15.4,0.21
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,7.83,15.4,0.29
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,7.92,15.1,0.21
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,7.53,15.5,0.14
Wetted Habitat,07/05/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,8,15.7,0.1
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,7.27,15.8,0.2
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,7.01,16.4,0.19
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,6.2,16.4,0.28
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,6.17,16.4,0.23
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,6.14,15.8,0.11
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,6.86,16.1,0.19
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,6.85,15.9,0.13
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,6.4,16.2,0.2
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,6.96,16.2,0.24
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,7.34,16.1,0.24
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,6,16.2,0.24
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,7.47,15.9,0.22
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,7,16.3,0.19
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,7,15.6,0.3
Wetted Habitat,07/19/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,6.95,16.2,0.19
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,5.46,16.2,0.17
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,5.94,16.6,0.17
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,5.83,16.8,0.32
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,5.51,16.6,0.14
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,6.58,16.4,0.18
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,6.55,16.3,0.16
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,6.95,16.1,0.13
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,5.98,16.4,0.16
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,6.44,16.4,0.23
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,7.13,16.5,0.13
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,5.95,16.1,0.11
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,6.97,16.1,0.15
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,7.16,16.2,0.14
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,6.8,15.8,0.19
Wetted Habitat,08/02/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,6.91,16.1,0.14
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,5.69,16.4,0.18
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,6.32,15.7,0.1
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,5.49,16.1,0.17
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,6.32,16.1,0.12
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,7.07,15.8,0.12
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,5.92,16.1,0.19
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,6.22,16,0.15
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,16,6.52,15.9,0.21
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,5.9,16.3,0.15
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,5.77,16.3,0.16
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,6.39,16.3,0.15
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,5.4,16.1,0.11
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,4.9,15.8,0.1
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,7.49,15.6,0.16
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,5.34,16,0.09
Wetted Habitat,08/16/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,6.26,15.9,0.11
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,5.61,15.8,0.13
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,5.9,15.5,0.04
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,6.05,15.5,0.09
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,6.15,16.1,0.07
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,4.35,16.1,0.12
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,5.58,16,0.04
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,7.53,15.5,0.12
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,16,6.24,15.5,0.11
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,5.44,16,0.19
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,5.42,16,0.15
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,6.98,16,0.13
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,3.87,16,0.03
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,5.16,15.4,0.1
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,6.11,15.6,0.14
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,5.71,15.7,0.12
Wetted Habitat,08/30/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,6.23,15.4,0.06
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,3.91,18.6,0.2
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,5.22,17.9,0.1
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,5.55,17.9,0.12
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,5.1,18.2,0
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,4.11,18,0.12
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,3.55,17.7,0
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,4.01,17.8,0
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,16,2.65,18.5,0
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,17,3.46,17.8,0.04
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,4.01,18.4,0.18
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,3.32,18.5,0.23
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,5.18,18.5,0.16
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,2.08,18.1,0.03
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,1.95,18.1,0.03
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,6.48,17.9,0.15
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,3.1,18,0.02
Wetted Habitat,09/13/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,4.55,17.8,0.1
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,4.8,13.7,-9999
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,5.7,13.9,0.2
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,4.31,14.4,0.2
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,5.3,15,0.15
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,4.15,14.1,0.15
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,4.88,13.6,0
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,15,4.55,14,0
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,16,5.17,12.7,0
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,4.43,14.2,0.14
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,5.29,13.7,0.14
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,1.33,13.6,0
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,1.68,13.9,0.04
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,4.27,13.6,0.12
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,6.99,13.6,0.19
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,4.75,13.9,0.09
Wetted Habitat,09/27/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,6.25,13.3,0.22
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,6.21,10.1,0.18
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,2.6,11.8,0
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,8.54,10.5,0.12
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,6.95,10.7,0.1
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,7.1,9.8,0.09
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,7.11,8.6,0.26
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,9.66,10,0.13
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,2.64,10.2,0
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,5.83,10.4,0.15
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,6,8.17,9.7,0.14
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,7,6.95,9.6,0.08
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,8,8.04,9.8,0.06
Wetted Habitat,10/17/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,9,8.81,10.3,0
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,1,6.6,11.9,0.22
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,10,7.14,11.8,0.1
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,11,5.02,11.8,0.07
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,12,7.26,11.5,0.08
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,13,4.97,12.7,0.15
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,14,3.99,10.9,0.05
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,2,6.06,11.9,0.22
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,3,6.08,11.6,0.28
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,4,8.58,11.5,0.16
Wetted Habitat,10/31/17,Green Valley Creek,,,GRE 1,RR-GRE-007.80:012.49,5,4.56,11.5,0.08
